incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001522534,IBERIA,IBERIA,30/04/2021 09:54,,Pending,AIRNAV No puedo usar la app AirN@v Engineering,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,1,NEO-MARTINEZ VILLERGAS 49,NORMATIVA Y SISTEMAS (AVTG00)
INC000001522532,IBERIA,IBERIA,30/04/2021 10:18,,Pending,MFA Multifactor authentication - Ping ID: problemas con pulsecure,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CALIDAD MANTENIMIENTO MAY (AM70HY)
INC000001522526,IAG CARGO,IBERIA,30/04/2021 09:23,,Pending,[AVCD]: URGENT FOR BILLING CLOSURE - AWB 125-91776042 REQUEST TO INCREASE MAX ALLOWABLE WEIGHT,CARGO-AVCD,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,1,SIN IDENTIFICAR,
INC000001522525,IBERIA,IBERIA,30/04/2021 09:21,,In Progress,Could not retrieve Open orders in ZII163 if the date range is given in field Fecha de procesamiento,USV_DGMI,Application Tower,Mantenimiento Dir. Técnica – MRO,Baja,,Mantenimiento Dir. Técnica,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (BARCELONA),SOPORTE MATERIALES BCN (AMICI0BC)
INC000001522519,IBERIA,IBERIA,30/04/2021 08:51,,Pending,ING012: Fase3_B y Proceso Ingresos en estado Crashed por backup de datastage,Aplicaciones BI,Application Tower,BI,Baja,,Mantenimiento BI,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,1,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001522513,IBERIA,IBERIA,30/04/2021 08:11,,Pending,ELM [ADM001]: Cargas masivas en ELM,PeopleSoft Apps Support,Application Tower,RRHH,Baja,Asked user to remove field name and try enrolment again,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,1,MAH AEROPUERTO,PERSONAL MAHON (AHAKH0EP)
INC000001522503,IBERIA,IBERIA,30/04/2021 07:37,,Assigned,[NDCSUPPORT] REEMBOLSO NO LIQUIDADO TKT 075-2100420882 (PNR HM8PE),RSV,Application Tower,PSS,Baja,El reemboloso fue mandado en el fichero RFDBSY_220_28-07-2020.txt Se adjunta el fichero. SSI Asignar al grupo correspondiente de BSP,Mantenimiento Pasaje,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,1,SIN IDENTIFICAR,
INC000001522488,IBERIA,IBERIA,30/04/2021 02:33,,Assigned,[GPR009] Solicitud tarjeta personal Ib,JAVA Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,1,EDIF.101 - HANGAR 3,AMA MANT CABINA & IFE (AMNLL2AM)
INC000001522485,IBERIA,IBERIA,30/04/2021 00:00,,Assigned,LINUX_sun - ibcloged16.ib : Filesystem es_data occupied 75.08%. Assign to AM_MTO_IBIS.,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001522470,IBERIA,IBERIA,29/04/2021 22:05,,Assigned,"Ha fallado el job F49O401R en zlc , avisar en horario laboral a USCIBMAM (amibmcap@iberia.es)",USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,2021-04-30T00:00:00Z,PROCESS FAILURE,BATCH,2,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001522469,IBERIA,IBERIA,29/04/2021 22:02,,Assigned,LINUX - ibl3602prd001 : Filesystem /var/lib/er2/db is Full.,E-Security,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-30T00:00:00Z,PERFORMANCE ISSUE,,2,SIN IDENTIFICAR,
INC000001522468,IBERIA,IBERIA,29/04/2021 21:50,,Assigned,Desde Amadeus no podemos acceder a Sabre con el bypass: 1AA//,USCIBMAM,Application Tower,Cobol Domain,Media,,Mantenimiento COBOL,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CUSTOMER CENTER B2C (ALCO00)
INC000001522458,OTHERS,IAG GBS,29/04/2021 19:59,,Pending,Incidencia FTP,Soporte Explotación,Service Ops Tower,Service Ops Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-30T00:00:00Z,ACCESS FAILURE,,2,IAG GBS,
INC000001522435,IBERIA,IBERIA,29/04/2021 21:02,,Assigned,Elasticsearch elk_prd_5 (elasticsearch-node-data-11): Long garbage-collection time,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,ACCESS FAILURE,,2,SIN IDENTIFICAR,
INC000001522429,IBERIA,IBERIA,29/04/2021 19:31,,Assigned,LINUX - ibl1223dev001 : Process er2-agent is Down.,E-Security,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-30T00:00:00Z,PERFORMANCE ISSUE,,2,SIN IDENTIFICAR,
INC000001522415,IBERIA,IBERIA,29/04/2021 17:16,,Pending,Fallo Peoplesoft: Error en cierre de contrato eventual en PeopleSoft.,PeopleSoft Apps Support,Application Tower,RRHH,Media,Asked user to try again after changing template property,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,DATA ISSUE,,2,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001522414,IAG CARGO,IBERIA,29/04/2021 17:21,,Pending,[CARGO FENIX IMP] módulo de LISTINES DE ENTREGA genera error,CARGO-FENIX,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- DOCUM. (AGDM00MA)
INC000001522401,IBERIA,IBERIA,29/04/2021 16:15,,Pending,[ECO002] SITA AMS // KEPLER: No puede entrar en el apartado kepler,AIRPORT1_ELS,Delivery,Delivery,Media,,Mantenimiento Aeropuertos,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (BARCELONA),RAMPA BARCELONA (AHABU0RA)
INC000001522399,IBERIA,IBERIA,29/04/2021 16:21,,Pending,ATENEA issue,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,DEFAULT,DEFAULT,2,SIN IDENTIFICAR,
INC000001522397,IBERIA,IBERIA,29/04/2021 15:57,,Assigned,I1_SOC-2248 - I1-PrivilegeEscalation-AbuseElevationControlMechanismSudoandSudoCaching-SPL001,ESecurity_Splunk,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-30T00:00:00Z,SECURITY ISSUE,,2,SIN IDENTIFICAR,
INC000001522392,IBERIA,IBERIA,29/04/2021 15:54,,Pending,Fallo Software:Autocad 12,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (MADRID BARAJAS),ESTÁNDARES Y PROCEDIMIENT (AGDS00)
INC000001522387,IBERIA,IBERIA,29/04/2021 15:09,,Pending,Control-M Server: Shout by orderno: 0005la4j R00O640 CONTROL-M/Server <Control-M@iberia.es> Thu 29-A,DESANIIT_ELS,Delivery,Delivery,Baja,,Mantenimiento COBOL,INCIDENT,2021-04-30T00:00:00Z,PROCESS FAILURE,,2,SIN IDENTIFICAR,
INC000001522376,IBERIA,IBERIA,29/04/2021 16:14,,Assigned,Incidencia CKI - Incidencia en mensaje COM IB8771/29APR TRN,CKI,Application Tower,PSS,Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR,
INC000001522367,IBERIA,IBERIA,29/04/2021 14:20,,Pending,PROBLEMA CON TEAMS,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,ACCESS FAILURE,,2,TALLER MOTORES,GESTIÓN DE SUBCONTRATOS (AMITJ0B0)
INC000001522364,IBERIA,IBERIA,29/04/2021 13:56,,Pending,"Fallo Software:Error, falta de modilo Calendario en Microsoft Teams",IAG EUC Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR,
INC000001522363,IBERIA,IBERIA,29/04/2021 13:55,,Pending,[SGO006] (Pdte. Cliente) CONFIRMACION BASE DATOS KATE,FNO-MANTENIMIENTO TERCEROS,Application Tower,FLIGHT OPERATIONS,Media,-Acciones: Recarga de datos mediante API de SITA -Impacto: Sin datos para días concretos. -Pruebas: detalle en detalle de trabajos.,Mantenimiento Operaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,BCN AEROPUERTO,PERSONAL BARCELONA (AHABP0EP)
INC000001522314,IBERIA,IBERIA,29/04/2021 17:15,,Pending,Fallo en Iberia Now,MOVILIDAD,Application Tower,Movilidad,Media,,Mantenimiento Movilidad,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001522309,IBERIA,IBERIA,29/04/2021 16:32,,Assigned,"[COM] IBPURC | Mensajes de error en el pago ""Se ha producido un fallo en el pago al realizar la rese",AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,2,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001522272,IBERIA,IBERIA,29/04/2021 13:51,,Assigned,"2021-04-29 07:41:15:605 #601:$Error in converting the message to JSON for imaSeqNo: 0338601228945, U",RESIBER GARANTIA SYS,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,2,MANDOS,
INC000001522259,IBERIA,IBERIA,29/04/2021 13:30,,Assigned,[COM] Errores en el pago de seguros cuando pasajeros tienen caracteres especiales,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,2,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001522253,IBERIA,IBERIA,29/04/2021 13:25,,Assigned,P09: Problemas Billetes free: EMPLEADO EN ACTIVO QUE FIGURA DE BAJA EN LA ADMINISTRACION DE BILLETES,JAVA Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,TALLER MOTORES,ADHESIVOS Y COMPOSITES (AMITP0CG)
INC000001522252,IBERIA,IBERIA,29/04/2021 13:30,,Pending,No funciona el ATENEA,IAG EUC Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,,2,SIN IDENTIFICAR (MADRID BARAJAS),REC. OPERACIÓN HUB MADRID (AGDH12)
INC000001522245,IBERIA,IBERIA,29/04/2021 13:41,,Assigned,[ECO002] SITA AMS // KEPLER,AIRPORT1_ELS,Delivery,Delivery,Media,,Mantenimiento Aeropuertos,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (BARCELONA),RAMPA BARCELONA (AHABU0RA)
INC000001522218,IBERIA,IBERIA,29/04/2021 12:02,,Assigned,Fallo Software: Fallo Correo no permite descargar PDF de su correo,MICROSOFT OFFICE365,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001522208,IBERIA,IBERIA,29/04/2021 11:44,,Pending,Fallo Software: No tiene acceso a la dirección web www.gladtolink.com,IAG SITA Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (MADRID BARAJAS),GE.ESTAND Y PROC- IMPRENT (AVY000IM)
INC000001522204,IBERIA,IBERIA,29/04/2021 11:55,,Assigned,Fallo Software: Error envío emails desde buzón caeib@iberia.es,MICROSOFT OFFICE365,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR,
INC000001522203,IBERIA,IBERIA,29/04/2021 11:48,,Pending,Problemas de conectividad: Incidencia conectividad Iberia-Vueling Geroma,Conectividad de red,Network Tower,Network Tower,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,COMMUNICATIONS FAILURE,,2,SISTEMAS(MANDOS-ANÁLISIS-PRODU,DESARROLLO SOPORTE (ASG100)
INC000001522199,IBERIA,IBERIA,29/04/2021 11:17,,In Progress,AIRPRICE - Incidencia sistema MAD MLE,NIIT_MTO_GESING,Application Tower,REVENUE MANAGEMENT,Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR,MNG DESARROLLO COMERCIAL (ASBPC0)
INC000001522193,IBERIA,IBERIA,29/04/2021 11:07,,Assigned,I1_SOC-2244 - I1-CredentialAccess-T1110-FailedLogonsToManyHostsFromSingleHostWindows-SPL001,ServiceNow CMDB Project Team,UNKNOW,UNKNOW,Media,,Unidad Control del Servicio,INCIDENT,2021-04-30T00:00:00Z,SECURITY ISSUE,,2,SIN IDENTIFICAR,
INC000001522189,IBERIA,IBERIA,29/04/2021 10:59,,Assigned,LINUX - rhel7::MEMORY::Total::PageOut,Soporte Linux - Sistema Operativo,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,PERFORMANCE ISSUE,,2,SIN IDENTIFICAR,
INC000001522188,IBERIA,IBERIA,29/04/2021 11:06,,In Progress,PROCESO_NOTAS_CREDITO_ERRORES,WINDOWS ES,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-30T00:00:00Z,PROCESS FAILURE,,2,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001522184,IBERIA,IBERIA,29/04/2021 10:52,,Assigned,LINUX_sun - Parametro /NFS/NFS/NFSSFsStat esta en WARNING. Valor: 60.00,E-Security,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-30T00:00:00Z,PERFORMANCE ISSUE,,2,SIN IDENTIFICAR,
INC000001522182,IBERIA,IBERIA,29/04/2021 10:54,,Pending,Fallo Peoplesoft: INCIDENCIA COTIZACION PYD 03_21 EN IB 2104 VUELO M (133545),PeopleSoft Apps Support,Application Tower,RRHH,Media,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,DATA ISSUE,,2,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001522181,IBERIA,IBERIA,29/04/2021 11:06,,Assigned,Aplicacion E-67 MIFE no funciona al rechazar documento,DESACAP_ELS,Delivery,Delivery,Baja,,Mantenimiento COBOL,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,,2,EDIF.110 - ALMACENES GENERALES,RESP. FACT. INTERL Y AG D (3KEMV0)
INC000001522171,IBERIA,IBERIA,29/04/2021 10:06,,In Progress,Control-M Server: Shout by orderno: 0005lahy A60DIGB1 Mail message from CONTROL-M: Ha fallado el job,USCIBMAM,Application Tower,Cobol Domain,Baja,,Mantenimiento COBOL,INCIDENT,2021-04-30T00:00:00Z,PROCESS FAILURE,,2,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001522167,IBERIA,IBERIA,29/04/2021 10:17,,Pending,Usuario bloqueado por inactividad en IBECON,AIRPORT1,Application Tower,Aeropuertos,Media,,Mantenimiento Aeropuertos,INCIDENT,2021-04-30T00:00:00Z,ACCESS FAILURE,,2,SIN IDENTIFICAR (MADRID BARAJAS),PROD.T123_PAX_SUPERV. (AHMTS01V)
INC000001522137,IBERIA,IBERIA,29/04/2021 12:59,,Assigned,Fallo Peoplesoft:,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-29T00:00:00Z,DATA ISSUE,,2,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000001522133,IBERIA,IBERIA,29/04/2021 13:01,,In Progress,Not able to connect server ibftplinout.ib,Conectividad de red,Network Tower,Network Tower,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,NETWORK ACCESS,2,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001522114,IBERIA,IBERIA,29/04/2021 12:47,,Pending,ELM [ADM001]: NO SE VUELCA LA INSCRIPCIÓM EN MOD 2 ATSEPR00800400-2021-5 A LA EMPLEADA 688866 EN IBL,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,TFS AEROPUERTO,PERSONAL TENERIFE SUR (AHALU0EP)
INC000001522090,IBERIA,IBERIA,29/04/2021 10:55,,Pending,Fallo Peoplesoft:INCIDENCIA ABONO IB005 NOMINA PASIVOS (301431),PeopleSoft Apps Support,Application Tower,RRHH,Media,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,DATA ISSUE,,2,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001522086,IBERIA,IBERIA,29/04/2021 10:31,,Assigned,Incidencia TKT: El cliente no recibe las facturas,SERVICIOSRESIBER,Application Tower,PSS,Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CUSTOMER CENTER B2C (ALCO00)
INC000001522080,IBERIA,IBERIA,29/04/2021 10:31,,Pending,Fallo Software:,IAG EUC Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR,
INC000001522073,IBERIA,IBERIA,29/04/2021 10:17,,Assigned,[COM] EMDs de exceso de equipaje que no se han emitido al pagar por la web,gar_front_ibis_wcs,Delivery,Delivery,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,2,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001522070,IAG CARGO,IAG CARGO,29/04/2021 10:18,,Pending,[OPTIMA] Not received the re-booked flight details 075-45049863; FRA-EZE,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,4.29-[OPTIMA]-INC20950238 raised at AFLS's end,Mantenimiento Cargo,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,2,SIN IDENTIFICAR (LHR/NewBusCntr/S122),
INC000001522063,IBERIA,IBERIA,29/04/2021 10:00,,Pending,[ICC002] FROMSalesforce Email Processor [noreply@salesforce.com],NIIT_MTO_SFC_CRM,Application Tower,Delivery,Media,,Mantenimiento Comercial y CRM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,NEO-MARTINEZ VILLERGAS 49,CUSTOMER CENTER B2B & CLA (BCLMI0)
INC000001522053,IBERIA EXPRESS,IBERIA EXPRESS,29/04/2021 09:12,,Pending,[PORTAL EMPLEADO] No puede emitir billetes,JAVA Apps Support,Application Tower,RRHH,Baja,"2021-04-30 : Email sent to Yolanda, asking screenshot of error + steps",Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,2,MADRID / ALCAÑIZ,
INC000001522048,IBERIA,IBERIA,29/04/2021 08:59,,Assigned,Correos desde marca@iberia.es entran a SPAM,MICROSOFT OFFICE365,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,,2,SIN IDENTIFICAR,
INC000001522030,IBERIA,IBERIA,29/04/2021 07:16,,In Progress,SOLICITUD NUEVA CONTRASEÑA TRAKA POR CADUCIDAD,Admon. Seguridad Informática,Seguridad,Seguridad,Media,,Unidad Seguridad Informática,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,TERMINAL T4,ASIST.PAX T4_SECRETARIA (AHMDS00S)
INC000001521986,IBERIA,IBERIA,28/04/2021 22:21,,Pending,"DAT002:En el mostrador 6 de facturación de Pamplona, al abrir la aplicación TSCLIENT no se conecta",AIRPORT2,Application Tower,Aeropuertos,Baja,,Mantenimiento Aeropuertos,INCIDENT,2021-04-30T00:00:00Z,DATA ISSUE,,3,PNA AEROPUERTO,POLIVALENCIA PNA PAX (AHAIN0PZ)
INC000001521940,IBERIA,IBERIA,29/04/2021 09:04,,Pending,Fallo Software: Incidencia conexión videollamada Teams,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,2,TALLER MOTORES,CENTRO FORMACION MANTENIM (AMKF00CI)
INC000001521933,IBERIA,IBERIA,29/04/2021 08:47,,Assigned,[GLE001]SAP CFS - PTP module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (SAO PAULO),BRASIL_SAO PAULO_RCL (ALSAANSE)
INC000001521922,IBERIA,IBERIA,29/04/2021 08:00,,Pending,Dispositivo averiado.,Mobiles,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,TELEPHONY FAILURE,DEVICE,2,NEO-MARTINEZ VILLERGAS 49,INCIDENCIAS Y SEGUIMIENTO (APSI00)
INC000001521842,IBERIA,IBERIA,28/04/2021 18:33,,Pending,Fallo Software: error programa,IAG EUC Remote Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,3,NEO-MARTINEZ VILLERGAS 49,COMUNICACIÓN INTERNA (1CI000)
INC000001521838,IBERIA EXPRESS,IBERIA EXPRESS,28/04/2021 17:22,,Pending,Fallo Software: Problemas con el programa Acrobat Reader PRO,IAG EUC Remote Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,3,SIN IDENTIFICAR,
INC000001521837,IAG CARGO,IAG CARGO,28/04/2021 17:42,,Pending,[OPTIMA]Availability for OSL-DTW,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,4.29-[OPTIMA]-INC20950308 raised at AFLS's end,Mantenimiento Cargo,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,3,SIN IDENTIFICAR (LHR/NewBusCntr/S122),
INC000001521836,IBERIA,IBERIA,28/04/2021 17:19,,Assigned,Fallo Peoplesoft:ABRIR_CONTRATO Caridad Ramos Fidalgo,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-29T00:00:00Z,DATA ISSUE,,3,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001521834,IBERIA EXPRESS,IBERIA EXPRESS,28/04/2021 17:14,,Pending,Fallo Software:Pantalla azul en el ordenador,IAG EUC Support,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,3,MADRID / ALCAÑIZ,
INC000001521830,IBERIA,IBERIA,28/04/2021 17:11,,Assigned,Fallo Peoplesoft:No deja borrar un fichaje en un día de ERTE para el nº 358794,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-29T00:00:00Z,DATA ISSUE,,3,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000001521820,IBERIA,IBERIA,28/04/2021 16:18,,Pending,Incidencia en impresora.,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,PRINTING FAILURE,,3,AGP AEROPUERTO,PRODUCCION PASAJEROS (AHARS00S)
INC000001521806,IBERIA,IBERIA,28/04/2021 15:07,,Pending,Fallo en Iberia Now,MOVILIDAD,Application Tower,Movilidad,Baja,,Mantenimiento Movilidad,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,3,TERMINAL T4,ASIST.AVION_CYD_S.AUX. (AHMDR03X)
INC000001521797,IAG CARGO,IAG CARGO,28/04/2021 14:52,,Pending,[CARGO PORTAL],CARGO-PORTAL,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,3,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001521795,IBERIA,IBERIA,28/04/2021 14:30,,Pending,Fallo Hardware en PC raton y teclado,IAG SITA Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-28T00:00:00Z,HARDWARE FAILURE,,3,EAS AEROPUERTO,PASAJEROS SAN SEBASTIAN (AHAIE0PA)
INC000001521794,IBERIA,IBERIA,28/04/2021 14:20,,Assigned,Fallo Peoplesoft: Incidencia Nómina PeopleSoft,PeopleSoft Apps Support,Application Tower,RRHH,Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-28T00:00:00Z,DATA ISSUE,,3,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000001521790,IBERIA,IBERIA,28/04/2021 14:00,,Pending,Fallo Software:Equipo sin antivirus corporativo,ANTIVIRUS,EUC,EUC,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,,3,SDR AEROPUERTO,APTO SANTANDER-VITORIA (AHAIC0)
